job_title,salary_usd,experience_level,employment_type,company_size,remote_ratio,education_required,years_experience,industry,posting_date,benefits_score,country,exp_label,exp_order,size_label,size_order,post_year,post_month,post_ym
Deep Learning Engineer,82209.0,EN,PT,L,100,Master,1,Transportation,2024-11-09,7.0,GERMANY,Entry (EN),1,Large (L),3,2024,11,2024-11
AI Software Engineer,149669.0,SE,PT,M,50,Associate,9,Retail,2024-11-01,6.2,GERMANY,Senior (SE),3,Medium (M),2,2024,11,2024-11
AI Software Engineer,56825.0,MI,PT,M,50,Associate,3,Government,2024-07-11,9.5,CHINA,Mid (MI),2,Medium (M),2,2024,7,2024-07
Research Scientist,131635.0,MI,FT,L,50,PhD,2,Manufacturing,2024-03-10,8.2,DENMARK,Mid (MI),2,Large (L),3,2024,3,2024-03
NLP Engineer,163843.0,SE,FL,L,50,PhD,7,Telecommunications,2024-09-20,8.5,NORWAY,Senior (SE),3,Large (L),3,2024,9,2024-09
AI Consultant,73281.0,MI,CT,L,0,Bachelor,2,Technology,2025-01-28,5.5,INDIA,Mid (MI),2,Large (L),3,2025,1,2025-01
Principal Data Scientist,51907.0,MI,CT,M,50,Associate,3,Technology,2024-10-07,8.3,SOUTH KOREA,Mid (MI),2,Medium (M),2,2024,10,2024-10
NLP Engineer,178240.0,EX,FL,S,50,Bachelor,12,Real Estate,2024-06-01,8.5,NETHERLANDS,Expert (EX),4,Small (S),1,2024,6,2024-06
Machine Learning Researcher,83226.0,SE,FT,S,0,Master,7,Technology,2024-11-19,7.9,IRELAND,Senior (SE),3,Small (S),1,2024,11,2024-11
AI Product Manager,46995.0,EN,FT,S,100,Master,1,Finance,2024-07-07,5.9,AUSTRIA,Entry (EN),1,Small (S),1,2024,7,2024-07
AI Research Scientist,275296.0,EX,FT,L,0,Associate,14,Transportation,2024-02-06,7.0,SWITZERLAND,Expert (EX),4,Large (L),3,2024,2,2024-02
Deep Learning Engineer,300422.0,EX,PT,M,100,Bachelor,11,Education,2024-09-30,9.9,DENMARK,Expert (EX),4,Medium (M),2,2024,9,2024-09
AI Product Manager,116704.0,MI,CT,L,100,Bachelor,2,Finance,2024-03-30,9.8,CANADA,Mid (MI),2,Large (L),3,2024,3,2024-03
AI Specialist,98422.0,EN,PT,L,0,PhD,0,Transportation,2024-05-23,9.4,UNITED STATES,Entry (EN),1,Large (L),3,2024,5,2024-05
Machine Learning Researcher,210249.0,EX,PT,M,100,Master,15,Gaming,2024-12-20,6.4,NORWAY,Expert (EX),4,Medium (M),2,2024,12,2024-12
NLP Engineer,67708.0,MI,FL,S,0,Master,3,Manufacturing,2024-06-10,7.6,SOUTH KOREA,Mid (MI),2,Small (S),1,2024,6,2024-06
Data Engineer,95796.0,EX,FL,S,100,Master,13,Consulting,2024-10-15,5.8,AUSTRIA,Expert (EX),4,Small (S),1,2024,10,2024-10
Head of AI,229098.0,EX,PT,L,50,Master,17,Government,2024-02-01,8.5,DENMARK,Expert (EX),4,Large (L),3,2024,2,2024-02
ML Ops Engineer,134300.0,EX,CT,S,50,Master,11,Education,2024-07-14,5.0,IRELAND,Expert (EX),4,Small (S),1,2024,7,2024-07
AI Specialist,74408.0,EN,CT,M,100,Associate,1,Automotive,2024-08-07,7.9,AUSTRALIA,Entry (EN),1,Medium (M),2,2024,8,2024-08
AI Architect,201971.0,EX,FT,M,0,PhD,13,Technology,2024-07-17,6.8,NETHERLANDS,Expert (EX),4,Medium (M),2,2024,7,2024-07
AI Software Engineer,180764.0,EX,CT,S,100,Master,17,Gaming,2025-02-17,7.6,FRANCE,Expert (EX),4,Small (S),1,2025,2,2025-02
Principal Data Scientist,49644.0,EN,CT,L,100,Bachelor,0,Finance,2025-02-15,5.5,CHINA,Entry (EN),1,Large (L),3,2025,2,2025-02
AI Product Manager,89115.0,SE,CT,M,50,Master,7,Energy,2025-03-22,6.3,SOUTH KOREA,Senior (SE),3,Medium (M),2,2025,3,2025-03
AI Software Engineer,38540.0,EN,PT,S,0,Associate,1,Technology,2025-01-29,7.6,AUSTRIA,Entry (EN),1,Small (S),1,2025,1,2025-01
AI Product Manager,180252.0,SE,FT,L,50,Master,7,Telecommunications,2024-02-14,6.3,UNITED STATES,Senior (SE),3,Large (L),3,2024,2,2024-02
Robotics Engineer,56585.0,EN,FT,S,0,Master,1,Gaming,2024-10-25,6.1,NETHERLANDS,Entry (EN),1,Small (S),1,2024,10,2024-10
AI Specialist,103942.0,SE,FL,M,0,PhD,5,Education,2025-02-07,5.5,SWEDEN,Senior (SE),3,Medium (M),2,2025,2,2025-02
Autonomous Systems Engineer,176009.0,SE,FL,L,50,Bachelor,9,Automotive,2024-02-25,6.6,UNITED KINGDOM,Senior (SE),3,Large (L),3,2024,2,2024-02
AI Specialist,59056.0,MI,CT,M,50,Associate,2,Healthcare,2024-08-23,6.0,IRELAND,Mid (MI),2,Medium (M),2,2024,8,2024-08
AI Consultant,76940.0,MI,FT,M,0,Associate,3,Transportation,2025-03-29,7.5,AUSTRIA,Mid (MI),2,Medium (M),2,2025,3,2025-03
Machine Learning Engineer,110341.0,SE,CT,M,0,PhD,7,Retail,2025-03-20,5.6,UNITED KINGDOM,Senior (SE),3,Medium (M),2,2025,3,2025-03
Data Scientist,102922.0,MI,FL,L,0,Associate,4,Government,2024-06-14,7.4,UNITED KINGDOM,Mid (MI),2,Large (L),3,2024,6,2024-06
Machine Learning Researcher,44130.0,EN,FT,S,0,Master,0,Technology,2024-11-22,8.7,JAPAN,Entry (EN),1,Small (S),1,2024,11,2024-11
Data Engineer,128112.0,SE,CT,L,100,Associate,5,Telecommunications,2024-11-26,9.3,SINGAPORE,Senior (SE),3,Large (L),3,2024,11,2024-11
Data Analyst,48892.0,EN,CT,M,100,Bachelor,0,Consulting,2024-10-08,6.6,FRANCE,Entry (EN),1,Medium (M),2,2024,10,2024-10
Research Scientist,127478.0,MI,CT,L,50,Master,4,Transportation,2025-03-26,7.8,UNITED KINGDOM,Mid (MI),2,Large (L),3,2025,3,2025-03
AI Research Scientist,100524.0,SE,FL,M,0,PhD,6,Gaming,2024-03-29,5.6,FINLAND,Senior (SE),3,Medium (M),2,2024,3,2024-03
Deep Learning Engineer,45429.0,EN,FT,L,0,Associate,0,Gaming,2024-09-14,6.8,JAPAN,Entry (EN),1,Large (L),3,2024,9,2024-09
ML Ops Engineer,62262.0,MI,FT,L,100,Bachelor,4,Healthcare,2025-03-19,9.4,AUSTRIA,Mid (MI),2,Large (L),3,2025,3,2025-03
AI Specialist,68595.0,MI,FT,S,50,Master,4,Manufacturing,2024-01-30,7.5,CHINA,Mid (MI),2,Small (S),1,2024,1,2024-01
AI Software Engineer,301038.0,EX,PT,M,50,PhD,18,Media,2025-04-15,5.5,NORWAY,Expert (EX),4,Medium (M),2,2025,4,2025-04
Robotics Engineer,46253.0,EN,CT,M,0,Associate,1,Government,2025-04-15,7.9,CHINA,Entry (EN),1,Medium (M),2,2025,4,2025-04
NLP Engineer,59644.0,EN,PT,M,0,Associate,0,Consulting,2024-04-20,8.7,AUSTRALIA,Entry (EN),1,Medium (M),2,2024,4,2024-04
Principal Data Scientist,53960.0,MI,PT,M,0,Master,3,Telecommunications,2024-07-15,9.7,FINLAND,Mid (MI),2,Medium (M),2,2024,7,2024-07
Computer Vision Engineer,94894.0,EN,PT,L,50,Associate,1,Real Estate,2025-03-02,8.5,NETHERLANDS,Entry (EN),1,Large (L),3,2025,3,2025-03
Autonomous Systems Engineer,91611.0,SE,CT,L,0,Associate,5,Finance,2024-09-08,7.0,ISRAEL,Senior (SE),3,Large (L),3,2024,9,2024-09
NLP Engineer,285880.0,EX,FL,L,50,Master,18,Finance,2024-04-15,9.2,NETHERLANDS,Expert (EX),4,Large (L),3,2024,4,2024-04
AI Architect,115263.0,MI,FL,L,50,Bachelor,3,Finance,2025-01-25,6.9,UNITED KINGDOM,Mid (MI),2,Large (L),3,2025,1,2025-01
Research Scientist,51882.0,MI,CT,S,50,Associate,3,Technology,2024-02-07,9.0,CHINA,Mid (MI),2,Small (S),1,2024,2,2024-02
Data Scientist,82051.0,MI,PT,M,100,Master,2,Automotive,2025-04-20,6.1,GERMANY,Mid (MI),2,Medium (M),2,2025,4,2025-04
ML Ops Engineer,122331.0,SE,FL,L,0,PhD,5,Retail,2025-02-08,5.7,CANADA,Senior (SE),3,Large (L),3,2025,2,2025-02
AI Product Manager,159643.0,SE,PT,S,100,Master,5,Gaming,2024-01-27,5.3,UNITED STATES,Senior (SE),3,Small (S),1,2024,1,2024-01
Research Scientist,254305.0,EX,FL,M,50,Bachelor,15,Transportation,2024-03-09,9.4,UNITED KINGDOM,Expert (EX),4,Medium (M),2,2024,3,2024-03
Data Analyst,52027.0,MI,PT,M,100,Master,2,Retail,2024-04-18,5.7,SOUTH KOREA,Mid (MI),2,Medium (M),2,2024,4,2024-04
Robotics Engineer,43072.0,EN,PT,S,100,Associate,0,Energy,2025-01-15,8.3,INDIA,Entry (EN),1,Small (S),1,2025,1,2025-01
Research Scientist,87011.0,MI,FL,L,50,PhD,4,Gaming,2025-03-30,8.5,FRANCE,Mid (MI),2,Large (L),3,2025,3,2025-03
AI Research Scientist,36734.0,EN,FL,S,100,Master,1,Media,2024-10-11,9.2,CHINA,Entry (EN),1,Small (S),1,2024,10,2024-10
Head of AI,84897.0,MI,CT,L,0,Associate,3,Manufacturing,2024-10-07,5.9,IRELAND,Mid (MI),2,Large (L),3,2024,10,2024-10
AI Research Scientist,173839.0,SE,FL,M,100,Bachelor,5,Government,2025-02-04,5.1,UNITED STATES,Senior (SE),3,Medium (M),2,2025,2,2025-02
ML Ops Engineer,59357.0,EN,FT,L,0,Master,0,Transportation,2024-03-22,8.5,SOUTH KOREA,Entry (EN),1,Large (L),3,2024,3,2024-03
Data Scientist,51431.0,EN,FL,M,100,Associate,0,Transportation,2024-06-20,8.7,AUSTRIA,Entry (EN),1,Medium (M),2,2024,6,2024-06
Autonomous Systems Engineer,96506.0,SE,FT,S,100,PhD,5,Finance,2024-07-03,8.6,IRELAND,Senior (SE),3,Small (S),1,2024,7,2024-07
Data Analyst,59198.0,EN,FT,S,50,Master,1,Manufacturing,2025-04-27,5.6,CANADA,Entry (EN),1,Small (S),1,2025,4,2025-04
Machine Learning Engineer,223757.0,EX,FL,S,0,PhD,12,Education,2025-03-29,7.3,GERMANY,Expert (EX),4,Small (S),1,2025,3,2025-03
Deep Learning Engineer,74322.0,EN,FT,L,0,Bachelor,1,Gaming,2024-12-16,7.9,FRANCE,Entry (EN),1,Large (L),3,2024,12,2024-12
Research Scientist,120749.0,MI,FL,M,50,Associate,2,Retail,2024-07-01,6.5,UNITED STATES,Mid (MI),2,Medium (M),2,2024,7,2024-07
NLP Engineer,138212.0,EX,FT,S,50,Master,15,Media,2024-02-19,5.6,FINLAND,Expert (EX),4,Small (S),1,2024,2,2024-02
Robotics Engineer,199039.0,EX,PT,S,0,Master,15,Real Estate,2024-09-19,6.2,CANADA,Expert (EX),4,Small (S),1,2024,9,2024-09
AI Specialist,105699.0,SE,FL,S,0,PhD,6,Healthcare,2025-02-11,6.6,SINGAPORE,Senior (SE),3,Small (S),1,2025,2,2025-02
Research Scientist,38497.0,EN,FL,S,100,Bachelor,0,Consulting,2025-03-06,7.7,JAPAN,Entry (EN),1,Small (S),1,2025,3,2025-03
AI Product Manager,63141.0,MI,CT,S,100,Associate,3,Manufacturing,2024-12-09,5.2,JAPAN,Mid (MI),2,Small (S),1,2024,12,2024-12
AI Specialist,87871.0,SE,CT,L,100,Master,9,Telecommunications,2025-02-02,9.1,AUSTRIA,Senior (SE),3,Large (L),3,2025,2,2025-02
Research Scientist,255678.0,EX,CT,M,0,Bachelor,18,Telecommunications,2024-04-12,7.3,UNITED STATES,Expert (EX),4,Medium (M),2,2024,4,2024-04
Data Analyst,132056.0,SE,CT,S,0,Master,7,Gaming,2024-10-05,6.5,NETHERLANDS,Senior (SE),3,Small (S),1,2024,10,2024-10
AI Research Scientist,146085.0,SE,FT,M,100,Associate,6,Technology,2024-11-09,6.4,UNITED STATES,Senior (SE),3,Medium (M),2,2024,11,2024-11
Data Engineer,85037.0,MI,CT,M,50,Master,3,Finance,2024-10-17,8.0,SWEDEN,Mid (MI),2,Medium (M),2,2024,10,2024-10
AI Product Manager,42661.0,EN,PT,M,0,Bachelor,1,Finance,2024-12-25,8.0,IRELAND,Entry (EN),1,Medium (M),2,2024,12,2024-12
Deep Learning Engineer,119706.0,SE,FL,L,50,Associate,7,Retail,2024-09-13,5.9,ISRAEL,Senior (SE),3,Large (L),3,2024,9,2024-09
Computer Vision Engineer,110064.0,EX,PT,M,100,Bachelor,10,Finance,2024-10-10,9.8,FINLAND,Expert (EX),4,Medium (M),2,2024,10,2024-10
Research Scientist,91090.0,SE,FT,M,100,Associate,9,Telecommunications,2025-01-28,6.2,CHINA,Senior (SE),3,Medium (M),2,2025,1,2025-01
Principal Data Scientist,80307.0,MI,FL,L,50,Master,4,Retail,2024-08-28,7.4,FRANCE,Mid (MI),2,Large (L),3,2024,8,2024-08
AI Product Manager,107321.0,MI,PT,L,0,Master,3,Technology,2025-03-04,7.6,GERMANY,Mid (MI),2,Large (L),3,2025,3,2025-03
Head of AI,59373.0,EN,CT,L,0,PhD,0,Gaming,2024-07-17,5.3,AUSTRIA,Entry (EN),1,Large (L),3,2024,7,2024-07
Machine Learning Researcher,65191.0,EN,PT,S,0,Master,0,Education,2024-01-20,6.5,FRANCE,Entry (EN),1,Small (S),1,2024,1,2024-01
Robotics Engineer,152969.0,EX,FL,L,0,Associate,16,Government,2025-04-19,8.4,AUSTRIA,Expert (EX),4,Large (L),3,2025,4,2025-04
Research Scientist,147893.0,SE,FL,S,50,Associate,8,Healthcare,2024-05-05,5.9,SWITZERLAND,Senior (SE),3,Small (S),1,2024,5,2024-05
Principal Data Scientist,69807.0,EN,FT,L,0,Bachelor,0,Transportation,2024-12-14,8.4,UNITED STATES,Entry (EN),1,Large (L),3,2024,12,2024-12
AI Software Engineer,67824.0,EN,FT,L,0,Bachelor,0,Gaming,2024-05-06,9.7,UNITED KINGDOM,Entry (EN),1,Large (L),3,2024,5,2024-05
Data Engineer,141523.0,EX,PT,L,0,Associate,10,Manufacturing,2024-01-21,9.6,SOUTH KOREA,Expert (EX),4,Large (L),3,2024,1,2024-01
Data Analyst,122796.0,SE,PT,L,100,PhD,9,Healthcare,2024-08-20,5.5,INDIA,Senior (SE),3,Large (L),3,2024,8,2024-08
AI Consultant,81885.0,MI,PT,S,0,PhD,3,Retail,2024-12-07,9.0,UNITED STATES,Mid (MI),2,Small (S),1,2024,12,2024-12
Data Analyst,118505.0,SE,CT,M,50,Bachelor,5,Government,2025-03-15,8.6,UNITED KINGDOM,Senior (SE),3,Medium (M),2,2025,3,2025-03
Robotics Engineer,133565.0,SE,PT,S,100,Master,5,Media,2024-12-21,8.0,UNITED STATES,Senior (SE),3,Small (S),1,2024,12,2024-12
Data Analyst,60019.0,EN,CT,S,100,PhD,1,Government,2024-03-11,5.2,UNITED KINGDOM,Entry (EN),1,Small (S),1,2024,3,2024-03
ML Ops Engineer,76875.0,EN,PT,M,0,Bachelor,0,Transportation,2024-04-15,8.3,UNITED STATES,Entry (EN),1,Medium (M),2,2024,4,2024-04
Deep Learning Engineer,64400.0,EN,CT,L,0,Bachelor,1,Transportation,2024-10-20,8.7,AUSTRALIA,Entry (EN),1,Large (L),3,2024,10,2024-10
Autonomous Systems Engineer,68857.0,MI,CT,M,0,Master,3,Government,2025-01-27,10.0,JAPAN,Mid (MI),2,Medium (M),2,2025,1,2025-01
Computer Vision Engineer,97840.0,SE,PT,M,100,Bachelor,7,Technology,2024-06-06,7.7,IRELAND,Senior (SE),3,Medium (M),2,2024,6,2024-06
Machine Learning Engineer,168619.0,EX,FT,L,100,Bachelor,18,Automotive,2024-07-04,7.3,SWEDEN,Expert (EX),4,Large (L),3,2024,7,2024-07
Machine Learning Researcher,118132.0,SE,FL,M,100,Associate,8,Education,2024-12-17,8.9,UNITED KINGDOM,Senior (SE),3,Medium (M),2,2024,12,2024-12
Principal Data Scientist,81112.0,SE,FL,S,100,PhD,7,Consulting,2025-03-03,7.5,INDIA,Senior (SE),3,Small (S),1,2025,3,2025-03
Head of AI,111502.0,MI,FL,M,0,Master,4,Energy,2024-08-31,7.7,UNITED KINGDOM,Mid (MI),2,Medium (M),2,2024,8,2024-08
NLP Engineer,151610.0,SE,PT,L,100,Associate,5,Retail,2025-04-03,5.3,UNITED STATES,Senior (SE),3,Large (L),3,2025,4,2025-04
Machine Learning Engineer,95128.0,SE,FL,L,100,Bachelor,7,Government,2024-12-15,9.8,AUSTRIA,Senior (SE),3,Large (L),3,2024,12,2024-12
Machine Learning Engineer,136733.0,SE,FL,S,0,PhD,8,Gaming,2025-03-21,8.8,UNITED KINGDOM,Senior (SE),3,Small (S),1,2025,3,2025-03
ML Ops Engineer,69822.0,MI,FL,S,50,Bachelor,3,Finance,2024-06-26,8.9,CHINA,Mid (MI),2,Small (S),1,2024,6,2024-06
Machine Learning Researcher,88380.0,EN,PT,L,50,Bachelor,0,Automotive,2025-04-18,5.3,SWITZERLAND,Entry (EN),1,Large (L),3,2025,4,2025-04
NLP Engineer,199482.0,EX,PT,S,50,Bachelor,18,Transportation,2025-02-17,5.0,FRANCE,Expert (EX),4,Small (S),1,2025,2,2025-02
Deep Learning Engineer,56268.0,MI,FT,S,50,Bachelor,4,Automotive,2025-03-08,6.8,AUSTRIA,Mid (MI),2,Small (S),1,2025,3,2025-03
Data Engineer,142301.0,EX,PT,M,50,Master,12,Telecommunications,2024-03-14,9.9,FRANCE,Expert (EX),4,Medium (M),2,2024,3,2024-03
NLP Engineer,178371.0,EX,CT,M,0,Associate,15,Energy,2025-04-08,5.2,INDIA,Expert (EX),4,Medium (M),2,2025,4,2025-04
Computer Vision Engineer,157412.0,EX,CT,S,50,Associate,12,Government,2024-06-27,5.4,ISRAEL,Expert (EX),4,Small (S),1,2024,6,2024-06
AI Software Engineer,250562.0,EX,CT,S,0,Associate,12,Government,2025-02-07,7.7,SWITZERLAND,Expert (EX),4,Small (S),1,2025,2,2025-02
Data Engineer,167401.0,EX,FT,M,50,Bachelor,14,Manufacturing,2024-12-25,8.5,IRELAND,Expert (EX),4,Medium (M),2,2024,12,2024-12
Computer Vision Engineer,85328.0,EN,CT,L,0,Bachelor,0,Consulting,2024-10-25,6.0,GERMANY,Entry (EN),1,Large (L),3,2024,10,2024-10
AI Consultant,94160.0,SE,FT,S,100,Associate,5,Automotive,2025-04-05,5.3,IRELAND,Senior (SE),3,Small (S),1,2025,4,2025-04
NLP Engineer,147732.0,EX,PT,M,100,Master,17,Gaming,2024-06-01,7.4,JAPAN,Expert (EX),4,Medium (M),2,2024,6,2024-06
Autonomous Systems Engineer,50749.0,EN,FL,S,50,Master,0,Government,2024-04-28,7.1,CANADA,Entry (EN),1,Small (S),1,2024,4,2024-04
AI Consultant,222223.0,EX,PT,M,0,PhD,19,Retail,2024-04-27,7.9,NETHERLANDS,Expert (EX),4,Medium (M),2,2024,4,2024-04
Data Analyst,47958.0,EN,PT,L,50,Bachelor,0,Gaming,2025-02-03,6.4,FINLAND,Entry (EN),1,Large (L),3,2025,2,2025-02
Data Scientist,52877.0,EN,FL,L,50,PhD,1,Retail,2024-08-22,5.3,ISRAEL,Entry (EN),1,Large (L),3,2024,8,2024-08
AI Research Scientist,138782.0,EX,CT,M,0,Bachelor,19,Finance,2025-02-08,6.3,FINLAND,Expert (EX),4,Medium (M),2,2025,2,2025-02
AI Specialist,66150.0,SE,FT,S,100,Master,5,Finance,2025-03-03,6.4,IRELAND,Senior (SE),3,Small (S),1,2025,3,2025-03
Principal Data Scientist,178470.0,EX,FT,L,100,PhD,18,Energy,2024-02-16,7.8,AUSTRALIA,Expert (EX),4,Large (L),3,2024,2,2024-02
Deep Learning Engineer,62936.0,MI,PT,M,100,Bachelor,3,Technology,2024-10-09,9.3,CHINA,Mid (MI),2,Medium (M),2,2024,10,2024-10
Machine Learning Engineer,159003.0,EX,FT,S,50,PhD,11,Real Estate,2024-02-05,7.7,JAPAN,Expert (EX),4,Small (S),1,2024,2,2024-02
Computer Vision Engineer,98694.0,EX,CT,M,50,Master,15,Education,2024-05-17,7.4,CHINA,Expert (EX),4,Medium (M),2,2024,5,2024-05
Data Engineer,50471.0,EN,FT,S,100,Bachelor,1,Energy,2025-01-19,9.1,CHINA,Entry (EN),1,Small (S),1,2025,1,2025-01
AI Software Engineer,104460.0,MI,FL,M,0,Bachelor,3,Transportation,2025-03-30,6.6,SWEDEN,Mid (MI),2,Medium (M),2,2025,3,2025-03
Research Scientist,63711.0,EN,PT,M,0,Master,0,Healthcare,2024-08-11,7.5,AUSTRALIA,Entry (EN),1,Medium (M),2,2024,8,2024-08
Data Analyst,64384.0,EN,PT,L,0,PhD,0,Consulting,2024-02-23,6.3,AUSTRALIA,Entry (EN),1,Large (L),3,2024,2,2024-02
AI Architect,223296.0,SE,FL,L,0,Master,5,Healthcare,2025-04-30,9.2,DENMARK,Senior (SE),3,Large (L),3,2025,4,2025-04
Autonomous Systems Engineer,73372.0,SE,PT,M,50,PhD,9,Real Estate,2024-02-22,8.1,FINLAND,Senior (SE),3,Medium (M),2,2024,2,2024-02
Machine Learning Researcher,92458.0,MI,FT,M,50,Associate,3,Manufacturing,2024-05-05,8.1,FRANCE,Mid (MI),2,Medium (M),2,2024,5,2024-05
AI Product Manager,80483.0,MI,PT,L,50,Bachelor,2,Government,2025-03-02,8.8,FINLAND,Mid (MI),2,Large (L),3,2025,3,2025-03
Machine Learning Researcher,71730.0,MI,FT,L,100,PhD,2,Technology,2024-04-27,9.5,CHINA,Mid (MI),2,Large (L),3,2024,4,2024-04
Machine Learning Researcher,186565.0,EX,PT,S,0,Master,19,Retail,2025-04-23,6.6,NORWAY,Expert (EX),4,Small (S),1,2025,4,2025-04
Robotics Engineer,114225.0,SE,PT,L,50,Master,9,Consulting,2024-06-06,8.4,FINLAND,Senior (SE),3,Large (L),3,2024,6,2024-06
AI Software Engineer,160286.0,EX,FT,S,0,PhD,19,Retail,2025-03-14,8.9,CANADA,Expert (EX),4,Small (S),1,2025,3,2025-03
Head of AI,60957.0,MI,CT,L,100,PhD,4,Real Estate,2024-03-24,7.8,IRELAND,Mid (MI),2,Large (L),3,2024,3,2024-03
Autonomous Systems Engineer,90148.0,MI,FL,M,50,PhD,4,Real Estate,2025-04-11,9.0,CANADA,Mid (MI),2,Medium (M),2,2025,4,2025-04
Data Analyst,105723.0,SE,CT,M,50,Bachelor,5,Education,2024-12-09,6.7,SWEDEN,Senior (SE),3,Medium (M),2,2024,12,2024-12
Data Scientist,388754.0,EX,CT,L,0,Master,16,Transportation,2024-06-20,8.6,SWITZERLAND,Expert (EX),4,Large (L),3,2024,6,2024-06
AI Consultant,45129.0,EN,CT,M,50,Master,1,Technology,2025-02-18,9.5,CHINA,Entry (EN),1,Medium (M),2,2025,2,2025-02
Data Engineer,68001.0,MI,FT,M,100,Master,2,Technology,2024-02-24,6.2,FRANCE,Mid (MI),2,Medium (M),2,2024,2,2024-02
Robotics Engineer,51736.0,EN,FT,M,50,Master,0,Government,2024-03-09,7.3,JAPAN,Entry (EN),1,Medium (M),2,2024,3,2024-03
Data Scientist,112035.0,SE,CT,L,50,Associate,8,Consulting,2024-08-01,6.6,CANADA,Senior (SE),3,Large (L),3,2024,8,2024-08
Data Engineer,55619.0,EN,CT,S,100,PhD,1,Gaming,2024-01-22,9.9,FRANCE,Entry (EN),1,Small (S),1,2024,1,2024-01
AI Research Scientist,56796.0,EN,PT,M,50,Associate,1,Gaming,2024-03-11,9.4,IRELAND,Entry (EN),1,Medium (M),2,2024,3,2024-03
Robotics Engineer,61808.0,EN,CT,L,0,Master,0,Healthcare,2024-03-26,5.4,SWEDEN,Entry (EN),1,Large (L),3,2024,3,2024-03
AI Consultant,78751.0,MI,CT,M,100,Master,3,Gaming,2025-04-07,7.7,SINGAPORE,Mid (MI),2,Medium (M),2,2025,4,2025-04
AI Architect,238449.0,EX,PT,M,50,Associate,15,Gaming,2025-01-15,5.3,UNITED STATES,Expert (EX),4,Medium (M),2,2025,1,2025-01
AI Research Scientist,81908.0,EN,FL,L,100,Associate,0,Consulting,2025-04-04,5.7,AUSTRALIA,Entry (EN),1,Large (L),3,2025,4,2025-04
Machine Learning Engineer,79556.0,SE,CT,M,100,Master,7,Consulting,2024-12-29,8.7,INDIA,Senior (SE),3,Medium (M),2,2024,12,2024-12
NLP Engineer,70609.0,EN,CT,M,100,Bachelor,1,Healthcare,2025-03-06,8.7,CANADA,Entry (EN),1,Medium (M),2,2025,3,2025-03
Principal Data Scientist,100354.0,MI,PT,S,100,Master,2,Government,2024-04-15,9.0,UNITED KINGDOM,Mid (MI),2,Small (S),1,2024,4,2024-04
NLP Engineer,62606.0,MI,CT,S,100,Master,3,Technology,2024-08-24,9.6,CANADA,Mid (MI),2,Small (S),1,2024,8,2024-08
NLP Engineer,44279.0,EN,CT,S,0,PhD,1,Technology,2024-05-02,5.0,ISRAEL,Entry (EN),1,Small (S),1,2024,5,2024-05
Research Scientist,36995.0,EN,FL,S,0,Bachelor,0,Technology,2025-02-26,8.6,FINLAND,Entry (EN),1,Small (S),1,2025,2,2025-02
Principal Data Scientist,193149.0,EX,CT,L,50,Associate,15,Consulting,2024-07-27,9.6,GERMANY,Expert (EX),4,Large (L),3,2024,7,2024-07
Data Scientist,88722.0,MI,PT,S,100,PhD,3,Government,2024-11-19,8.2,SWEDEN,Mid (MI),2,Small (S),1,2024,11,2024-11
Data Scientist,145098.0,SE,PT,L,100,Master,8,Gaming,2024-08-24,6.0,NETHERLANDS,Senior (SE),3,Large (L),3,2024,8,2024-08
AI Consultant,83381.0,MI,PT,S,0,Master,3,Energy,2024-10-19,5.2,SINGAPORE,Mid (MI),2,Small (S),1,2024,10,2024-10
Autonomous Systems Engineer,46591.0,EN,FT,M,100,Master,1,Real Estate,2024-08-19,6.4,JAPAN,Entry (EN),1,Medium (M),2,2024,8,2024-08
Data Scientist,99604.0,EX,PT,S,50,Master,11,Education,2024-01-04,5.0,JAPAN,Expert (EX),4,Small (S),1,2024,1,2024-01
AI Research Scientist,262339.0,EX,FL,L,0,Associate,12,Energy,2024-08-09,5.4,NORWAY,Expert (EX),4,Large (L),3,2024,8,2024-08
Machine Learning Researcher,58899.0,EN,FL,S,50,Master,1,Consulting,2025-01-18,8.3,SINGAPORE,Entry (EN),1,Small (S),1,2025,1,2025-01
Research Scientist,109939.0,MI,FL,M,100,PhD,4,Transportation,2024-07-31,9.4,DENMARK,Mid (MI),2,Medium (M),2,2024,7,2024-07
NLP Engineer,32587.0,EN,FL,S,100,Bachelor,0,Real Estate,2025-04-06,8.4,ISRAEL,Entry (EN),1,Small (S),1,2025,4,2025-04
Robotics Engineer,102069.0,MI,PT,M,50,Associate,2,Healthcare,2024-10-19,7.4,NORWAY,Mid (MI),2,Medium (M),2,2024,10,2024-10
AI Specialist,153376.0,EX,FL,S,0,Master,12,Education,2024-08-12,8.0,FINLAND,Expert (EX),4,Small (S),1,2024,8,2024-08
Autonomous Systems Engineer,92574.0,EN,PT,M,50,PhD,1,Education,2024-10-06,5.2,SWITZERLAND,Entry (EN),1,Medium (M),2,2024,10,2024-10
ML Ops Engineer,92858.0,SE,FL,S,50,Associate,6,Manufacturing,2024-12-16,8.9,AUSTRALIA,Senior (SE),3,Small (S),1,2024,12,2024-12
Data Scientist,84172.0,EN,FT,L,0,Bachelor,1,Manufacturing,2024-08-13,6.3,GERMANY,Entry (EN),1,Large (L),3,2024,8,2024-08
AI Consultant,66601.0,SE,CT,S,100,Master,5,Technology,2024-06-23,8.5,JAPAN,Senior (SE),3,Small (S),1,2024,6,2024-06
